OBJECTID,county,lease_status,lessee,township,range,section,trs-copy,aliquot,acres,trust_name
128451,Coconino,N,,19N,14E,10,19N - 14E - 10,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
128457,Coconino,N,,19N,14E,22,19N - 14E - 22,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
128458,Coconino,N,,19N,14E,34,19N - 14E - 34,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
128459,Coconino,N,,19N,14E,26,19N - 14E - 26,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
128460,Coconino,N,,19N,14E,28,19N - 14E - 28,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
128466,Coconino,N,,16N,14E,12,16N - 14E - 12,N2NW,80,PERM COMMON SCHOOLS (INDMTY SELEC)
128653,Coconino,N,,18N,13E,12,18N - 13E - 12,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
128654,Coconino,N,,18N,14E,4,18N - 14E - 4,L1 TO 4 S2N2 S2,675.16,PERM COMMON SCHOOLS (INDMTY SELEC)
128655,Coconino,N,,18N,13E,14,18N - 13E - 14,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
128656,Coconino,N,,18N,14E,34,18N - 14E - 34,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
128657,Coconino,N,,18N,14E,8,18N - 14E - 8,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
128658,Coconino,N,,18N,13E,22,18N - 13E - 22,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
128659,Coconino,N,,18N,14E,30,18N - 14E - 30,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
128660,Coconino,N,,18N,13E,24,18N - 13E - 24,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
128661,Coconino,N,,18N,13E,34,18N - 13E - 34,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
128662,Coconino,N,,18N,13E,28,18N - 13E - 28,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
128663,Coconino,N,,18N,14E,28,18N - 14E - 28,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
128667,Coconino,N,,18N,13E,26,18N - 13E - 26,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
128668,Coconino,N,,18N,14E,26,18N - 14E - 26,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
128669,Coconino,N,,18N,14E,14,18N - 14E - 14,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
128670,Coconino,N,,18N,14E,6,18N - 14E - 6,L1 TO 4 S2N2 S2,674.56,PERM COMMON SCHOOLS (INDMTY SELEC)
128671,Coconino,N,,18N,14E,22,18N - 14E - 22,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
128672,Coconino,N,,18N,14E,24,18N - 14E - 24,L1 TO 4 W2E2 W2,637.48,PERM COMMON SCHOOLS (INDMTY SELEC)
128673,Coconino,N,,18N,14E,12,18N - 14E - 12,L1 TO 4 W2E2 W2,635.52,PERM COMMON SCHOOLS (INDMTY SELEC)
128674,Coconino,N,,18N,14E,20,18N - 14E - 20,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
128675,Coconino,N,,18N,14E,10,18N - 14E - 10,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
128676,Coconino,N,,18N,14E,18,18N - 14E - 18,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
128702,Coconino,N,,19N,14E,18,19N - 14E - 18,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
128703,Coconino,N,,19N,14E,30,19N - 14E - 30,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
128974,Coconino,N,,16N,15E,10,16N - 15E - 10,W2W2W2W2 LY W OF COUNTY LINE,26.4,PERM COMMON SCHOOLS (INDMTY SELEC)
129011,Coconino,N,,16N,12E,12,16N - 12E - 12,ALL,640,SCHOOL OF MINES
129013,Coconino,N,,16N,12E,14,16N - 12E - 14,ALL,640,SCHOOL OF MINES
129022,Coconino,N,,15N,15E,22,15N - 15E - 22,W2W2W2W2 LY W OF COUNTY LINE,27.79,SCHOOL OF MINES
129054,Coconino,N,,20N,12E,28,20N - 12E - 28,ALL,640,UNIVERSITY
129153,Coconino,N,,15N,15E,4,15N - 15E - 4,S2,320,COUNTY BOND
129187,Coconino,N,,16N,13E,4,16N - 13E - 4,L1 TO 16 S2,914.4,COUNTY BOND
129188,Coconino,N,,16N,13E,10,16N - 13E - 10,ALL,640,COUNTY BOND
129189,Coconino,N,,16N,13E,12,16N - 13E - 12,ALL,640,COUNTY BOND
129190,Coconino,N,,16N,13E,22,16N - 13E - 22,ALL,640,COUNTY BOND
129191,Coconino,N,,16N,13E,8,16N - 13E - 8,ALL,640,COUNTY BOND
129193,Coconino,N,,16N,13E,14,16N - 13E - 14,ALL,640,COUNTY BOND
134378,Navajo,N,,18N,16E,32,18N - 16E - 32,ALL,640,PERM COMMON SCHOOLS
134380,Navajo,N,,18N,16E,36,18N - 16E - 36,ALL,640,PERM COMMON SCHOOLS
134383,Navajo,N,,17N,16E,16,17N - 16E - 16,ALL,640,PERM COMMON SCHOOLS
134473,Navajo,N,,18N,17E,16,18N - 17E - 16,ALL,640,PERM COMMON SCHOOLS
134475,Navajo,N,,18N,15E,36,18N - 15E - 36,L1-4 W2E2 W2,639.2,PERM COMMON SCHOOLS
134478,Navajo,N,,18N,17E,32,18N - 17E - 32,ALL,640,PERM COMMON SCHOOLS
134482,Navajo,N,,17N,16E,2,17N - 16E - 2,LOTS 1 THRU 4 S2N2 S2,599.44,PERM COMMON SCHOOLS
134483,Navajo,N,,17N,15E,2,17N - 15E - 2,ALL,640,PERM COMMON SCHOOLS
134491,Navajo,N,,17N,16E,32,17N - 16E - 32,ALL,640,PERM COMMON SCHOOLS
134492,Navajo,N,,17N,15E,36,17N - 15E - 36,L1-4 N2 N2S2,598.24,PERM COMMON SCHOOLS
134501,Navajo,N,,17N,17E,16,17N - 17E - 16,ALL,640,PERM COMMON SCHOOLS
134527,Navajo,N,,16N,16E,32,16N - 16E - 32,ALL,640,PERM COMMON SCHOOLS
134528,Navajo,N,,16N,15E,36,16N - 15E - 36,ALL,640,PERM COMMON SCHOOLS
134534,Navajo,N,,15N,15E,2,15N - 15E - 2,L1 TO 4 S2N2 S2,641.4,PERM COMMON SCHOOLS
134535,Navajo,N,,16N,15E,2,16N - 15E - 2,L1-20 S2,1111.56,PERM COMMON SCHOOLS
134658,Navajo,N,,17N,16E,8,17N - 16E - 8,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
134659,Navajo,N,,17N,15E,14,17N - 15E - 14,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
134660,Navajo,N,,17N,16E,30,17N - 16E - 30,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
134661,Navajo,N,,17N,16E,34,17N - 16E - 34,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
134663,Navajo,N,,17N,15E,10,17N - 15E - 10,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
134664,Navajo,N,,17N,16E,18,17N - 16E - 18,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
134681,Navajo,N,,17N,15E,28,17N - 15E - 28,PT OF E2E2E2,44.86,PERM COMMON SCHOOLS (INDMTY SELEC)
134762,Navajo,N,,18N,17E,22,18N - 17E - 22,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
134763,Navajo,N,,18N,17E,20,18N - 17E - 20,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
134770,Navajo,N,,18N,17E,4,18N - 17E - 4,L1 TO 4 S2N2 S2,638.94,PERM COMMON SCHOOLS (INDMTY SELEC)
134771,Navajo,N,,18N,17E,6,18N - 17E - 6,L1 TO 7 S2NE SENW E2SW SE,632.68,PERM COMMON SCHOOLS (INDMTY SELEC)
134776,Navajo,N,,18N,17E,8,18N - 17E - 8,S2SE SW N2N2 S2NW NWSE,520,PERM COMMON SCHOOLS (INDMTY SELEC)
134792,Navajo,N,,17N,17E,4,17N - 17E - 4,LOTS 1 THRU 4 S2N2 S2,629.05,PERM COMMON SCHOOLS (INDMTY SELEC)
134793,Navajo,N,,17N,16E,6,17N - 16E - 6,LOTS 1 THRU 4 S2N2 S2,622.68,PERM COMMON SCHOOLS (INDMTY SELEC)
134795,Navajo,N,,17N,15E,12,17N - 15E - 12,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
134798,Navajo,N,,17N,15E,34,17N - 15E - 34,L1-4 N2 N2S2,594.2,PERM COMMON SCHOOLS (INDMTY SELEC)
134802,Navajo,N,,17N,16E,20,17N - 16E - 20,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
134805,Navajo,N,,17N,15E,24,17N - 15E - 24,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
134808,Navajo,N,,17N,16E,28,17N - 16E - 28,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
134809,Navajo,N,,17N,15E,26,17N - 15E - 26,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
134812,Navajo,N,,16N,15E,12,16N - 15E - 12,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
134814,Navajo,N,,16N,16E,18,16N - 16E - 18,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
134816,Navajo,N,,16N,15E,14,16N - 15E - 14,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
134821,Navajo,N,,15N,15E,10,15N - 15E - 10,E2 E2W2 E2W2W2 AND E2W2W2W2 LY E OF COUNTY LINE,608.35,PERM COMMON SCHOOLS (INDMTY SELEC)
134823,Navajo,N,,16N,15E,24,16N - 15E - 24,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
134824,Navajo,N,,16N,15E,22,16N - 15E - 22,E2 E2W2 E2W2W2 AND E2W2W2W2 LY E OF COUNTY LINE,614.59,PERM COMMON SCHOOLS (INDMTY SELEC)
134826,Navajo,N,,16N,16E,30,16N - 16E - 30,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
134827,Navajo,N,,16N,15E,26,16N - 15E - 26,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
134829,Navajo,N,,16N,15E,34,16N - 15E - 34,E2 E2W2 E2W2W2 AND E2W2W2W2 LY E OF COUNTY LINE,611.73,PERM COMMON SCHOOLS (INDMTY SELEC)
134832,Navajo,N,,16N,16E,6,16N - 16E - 6,L1-16 S2,877.14,PERM COMMON SCHOOLS (INDMTY SELEC)
134833,Navajo,N,,16N,16E,4,16N - 16E - 4,L1-16 S2,874.92,PERM COMMON SCHOOLS (INDMTY SELEC)
134835,Navajo,N,,16N,16E,8,16N - 16E - 8,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
134910,Navajo,N,,16N,15E,10,16N - 15E - 10,E2 E2W2 E2W2W2 AND E2W2W2W2 LY E OF COUNTY LINE,613.6,PERM COMMON SCHOOLS (INDMTY SELEC)
134923,Navajo,N,,15N,15E,24,15N - 15E - 24,ALL,640,SCHOOL OF MINES
134924,Navajo,N,,15N,15E,22,15N - 15E - 22,E2 E2W2 E2W2W2 AND E2W2W2W2 LY E OF COUNTY LINE,612.21,SCHOOL OF MINES
134925,Navajo,N,,15N,15E,12,15N - 15E - 12,E2,320,SCHOOL OF MINES
127543,Coconino,N,,26N,8W,2,26N - 8W - 2,LOTS 1 THRU 3 E2SE SWSE,235.69,PERM COMMON SCHOOLS
127611,Coconino,N,,27N,7W,16,27N - 7W - 16,L1,6.26,PERM COMMON SCHOOLS
127612,Coconino,N,,26N,8W,16,26N - 8W - 16,LOTS 1 THRU 4 SENE S2SW SE,439.58,PERM COMMON SCHOOLS
127613,Coconino,N,,25N,9W,2,25N - 9W - 2,LOTS 1 THRU 4 S2N2 S2,638.84,PERM COMMON SCHOOLS
127635,Coconino,N,,27N,8W,36,27N - 8W - 36,LOTS 1 THRU 3 SESE,148.96,PERM COMMON SCHOOLS
127646,Coconino,N,,26N,9W,36,26N - 9W - 36,LOTS 1 2 E2 S2NW SW,621.28,PERM COMMON SCHOOLS
127862,Coconino,N,,29N,6W,36,29N - 6W - 36,LOTS 1 THRU 4 E2E2,285.04,PERM COMMON SCHOOLS
127894,Coconino,N,,28N,6W,32,28N - 6W - 32,LOTS 1 THRU 3 NENE S2NE NESW S2SW SE,534.56,PERM COMMON SCHOOLS
127917,Coconino,N,,30N,6W,36,30N - 6W - 36,LOTS 1 THRU 4 E2E2,283.08,PERM COMMON SCHOOLS
127921,Coconino,N,,31N,6W,36,31N - 6W - 36,LOTS 1 THRU 4 E2E2,277.32,PERM COMMON SCHOOLS
127933,Coconino,N,,32N,6W,36,32N - 6W - 36,LOTS 1 THRU 4 E2E2,276.2,PERM COMMON SCHOOLS
128205,Coconino,N,,27N,7W,12,27N - 7W - 12,LOT 1 NE NENW S2NW S2,625.32,PERM COMMON SCHOOLS (INDMTY SELEC)
128206,Coconino,N,,27N,7W,14,27N - 7W - 14,LOT 1 NE NENW S2NW S2,639.57,PERM COMMON SCHOOLS (INDMTY SELEC)
128829,Coconino,N,,28N,6W,28,28N - 6W - 28,LOTS 1 THRU 5 SENE NESW S2SW SE,460.2,PERM COMMON SCHOOLS (INDMTY SELEC)
128830,Coconino,N,,28N,6W,22,28N - 6W - 22,LOTS 1 THRU 4 SENE SE SESW,365.44,PERM COMMON SCHOOLS (INDMTY SELEC)
128832,Coconino,N,,28N,6W,12,28N - 6W - 12,LOTS 1 THRU 4 E2,483.79,PERM COMMON SCHOOLS (INDMTY SELEC)
128834,Coconino,N,,28N,6W,14,28N - 6W - 14,LOTS 1 THRU 4 NESE SWSE SESE,260.9,PERM COMMON SCHOOLS (INDMTY SELEC)
133401,Mohave,N,,23N,13W,2,23N - 13W - 2,LOTS 1 2 3 S2NE SENW NESW S2SW SE AND LOT 4 SWNW NWSW LY E OF PAT 620,617.05,PERM COMMON SCHOOLS
133957,Mohave,N,,18N,13W,26,18N - 13W - 26,LOT 1 S2NE NW E2SE,340,PERM COMMON SCHOOLS (INDMTY SELEC)
127542,Coconino,N,,40N,2W,32,40N - 2W - 32,W2 SE,480,PERM COMMON SCHOOLS
133154,Mohave,N,,40N,5W,36,40N - 5W - 36,ALL,640,PERM COMMON SCHOOLS
133251,Mohave,N,,40N,3W,32,40N - 3W - 32,ALL,640,PERM COMMON SCHOOLS
133252,Mohave,N,,40N,4W,32,40N - 4W - 32,ALL,640,PERM COMMON SCHOOLS
133253,Mohave,N,,40N,4W,36,40N - 4W - 36,ALL,640,PERM COMMON SCHOOLS
133690,Mohave,N,,40N,4W,34,40N - 4W - 34,W2NW,80,PERM COMMON SCHOOLS (INDMTY SELEC)
133701,Mohave,N,,41N,2W,19,41N - 2W - 19,LOT 1 W2NWNENE NENWNE W2NWNE W2SENWNE NENW,119.48,PERM COMMON SCHOOLS (INDMTY SELEC)
133704,Mohave,N,,41N,2W,19,41N - 2W - 19,LOTS 3 4,79.22,PERM COMMON SCHOOLS (INDMTY SELEC)
133824,Mohave,N,,41N,2W,7,41N - 2W - 7,LOTS 3 4 E2SW SE EX PAT 6327,313.42,PERM COMMON SCHOOLS (INDMTY SELEC)
133825,Mohave,N,,41N,2W,7,41N - 2W - 7,LOT 1 N2NE NENW,159.08,PERM COMMON SCHOOLS (INDMTY SELEC)
133861,Mohave,N,,41N,2W,18,41N - 2W - 18,LOTS 2 3 4 SENW E2SW SE,398.16,PERM COMMON SCHOOLS (INDMTY SELEC)
133862,Mohave,N,,41N,2W,6,41N - 2W - 6,LOT 7 E2SW W2SE PT NESE,274.04,PERM COMMON SCHOOLS (INDMTY SELEC)
133902,Mohave,N,,40N,4W,35,40N - 4W - 35,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
133903,Mohave,N,,40N,4W,34,40N - 4W - 34,E2,320,PERM COMMON SCHOOLS (INDMTY SELEC)
137209,Pinal,Y,Kennecott Exploration Company,5S,4E,22,5S - 4E - 22,SE,160,MINERS HSPTL-DISABLED MINERS
137210,Pinal,Y,Kennecott Exploration Company,5S,4E,27,5S - 4E - 27,LOTS 1 2,49.14,MINERS HSPTL-DISABLED MINERS
137590,Pinal,N,,5S,3E,16,5S - 3E - 16,ALL,640,PERM COMMON SCHOOLS
138774,Pinal,Y,Kennecott Exploration Company,5S,4E,28,5S - 4E - 28,LOT 1 SE S2SW NESW,302.1,SCHOOL OF MINES
139055,Pinal,N,,4S,2E,26,4S - 2E - 26,NE,160,COUNTY BOND
136096,Pima,N,,15S,12E,13,15S - 12E - 13,LOT 4 W2SE,121.92,PERM COMMON SCHOOLS (INDMTY SELEC)
136138,Pima,N,,15S,12E,14,15S - 12E - 14,NESE E2NWSE N2SESE SESESE SWNWSE,100,PERM COMMON SCHOOLS (INDMTY SELEC)
136139,Pima,N,,15S,12E,24,15S - 12E - 24,N2NENW SWNENW NWNW,70,PERM COMMON SCHOOLS (INDMTY SELEC)
136356,Pima,N,,15S,13E,19,15S - 13E - 19,LOTS 2 45 THRU 76,201.85,PERM COMMON SCHOOLS (INDMTY SELEC)
132641,Maricopa,N,,2N,6E,23,2N - 6E - 23,LOTS 18 23 24 SENE N2SE M&B IN LOTS 25 26 29 SESW S2SE,251.78,PERM COMMON SCHOOLS (INDMTY SELEC)
132642,Maricopa,N,,2N,6E,23,2N - 6E - 23,M&B IN LOTS 25 26 29 SESW S2SE,121.73,PERM COMMON SCHOOLS (INDMTY SELEC)
133053,Maricopa,N,,2N,6E,24,2N - 6E - 24,LOTS 7 9 11 13 14 15 17 18 20 22 24,342.74,02-90-0021 FED PATENT
129222,Gila,N,,1N,16E,19,1N - 16E - 19,LOTS 2 3 4 LOT 1 EXC W 660FT,118.49,PENITENTIARY LAND FUND
129254,Gila,N,,1N,16E,31,1N - 16E - 31,LOTS 1 THRU 4 W2W2,272.76,PERM COMMON SCHOOLS (INDMTY SELEC)
129255,Gila,N,,1N,16E,7,1N - 16E - 7,LOTS 1 2 NE E2W2,391.79,PERM COMMON SCHOOLS (INDMTY SELEC)
129257,Gila,N,,1N,16E,8,1N - 16E - 8,LOT 1,15.89,PERM COMMON SCHOOLS (INDMTY SELEC)
129273,Gila,Y,"Pioneer Howard Silver Mines, L.L.L.P.",4S,16E,15,4S - 16E - 15,N2 EX SENE SESESENENE LY ELY OF PINAL COUNTY LINE FOR SCIR,294.29,PERM COMMON SCHOOLS (INDMTY SELEC)
129454,Graham,N,,3S,25E,32,3S - 25E - 32,L3,25.98,PERM COMMON SCHOOLS
129524,Graham,N,,6S,22E,36,6S - 22E - 36,ALL EX .02AC IN SCIR,639.98,PERM COMMON SCHOOLS
129539,Graham,N,,4S,26E,32,4S - 26E - 32,LOTS 1 THRU 4 SWSE SW,321.89,PERM COMMON SCHOOLS
130015,Graham,N,,4S,25E,22,4S - 25E - 22,LOTS 1 2 W2NE SE W2,633.9,PERM COMMON SCHOOLS (INDMTY SELEC)
130037,Graham,N,,4S,25E,15,4S - 25E - 15,LOTS 1 THRU 4 SWSE W2,524.74,PERM COMMON SCHOOLS (INDMTY SELEC)
130062,Graham,N,,4S,25E,3,4S - 25E - 3,LOTS 1 THRU 5 SWNW NWSW,243.98,PERM COMMON SCHOOLS (INDMTY SELEC)
130093,Graham,N,,4S,25E,10,4S - 25E - 10,LOTS 1 THRU 4 W2SW SESW,255.8,PERM COMMON SCHOOLS (INDMTY SELEC)
130095,Graham,N,,4S,25E,4,4S - 25E - 4,LOTS 1 THRU 4 S2N2 S2,596.51,PERM COMMON SCHOOLS (INDMTY SELEC)
137679,Pinal,N,,5S,16E,16,5S - 16E - 16,ALL EX E 48.54 ACRES FOR SCIR,591.46,PERM COMMON SCHOOLS
138534,Pinal,N,,6S,16E,20,6S - 16E - 20,W2NW SW,240,PERM COMMON SCHOOLS (INDMTY SELEC)
139296,Pinal,N,,6S,17E,8,6S - 17E - 8,S2SW,80,02-87-0038 FEDERAL PATENT
139299,Pinal,N,,6S,16E,9,6S - 16E - 9,E2 NW E2SW,560,02-87-0038 FEDERAL PATENT
139300,Pinal,N,,6S,17E,7,6S - 17E - 7,SESE,40,02-87-0038 FEDERAL PATENT
135396,Pima,N,,16S,11E,36,16S - 11E - 36,LOTS 1 THRU 4 S2N2 S2,654.13,PERM COMMON SCHOOLS
135403,Pima,Y,Asarco LLC,16S,12E,36,16S - 12E - 36,N2NWNW EISENHOWER,20,PERM COMMON SCHOOLS
135406,Pima,N,,16S,12E,32,16S - 12E - 32,N2 SE,480,PERM COMMON SCHOOLS
135408,Pima,Y,Asarco LLC,16S,12E,36,16S - 12E - 36,N2NWNE RICH BOY,20,PERM COMMON SCHOOLS
135411,Pima,Y,Asarco LLC,16S,12E,36,16S - 12E - 36,N2NENW POOR BOY,20,PERM COMMON SCHOOLS
135611,Pima,N,,16S,13E,34,16S - 13E - 34,W2 W2E2,480,PERM COMMON SCHOOLS (INDMTY SELEC)
131259,Maricopa,N,,9S,1E,16,9S - 1E - 16,ALL,640,PERM COMMON SCHOOLS
135044,Pima,N,,17S,8E,29,17S - 8E - 29,ALL,640,"LEGISLATIVE, EXEC, JUD BLDG"
135045,Pima,N,,17S,8E,28,17S - 8E - 28,ALL,640,"LEGISLATIVE, EXEC, JUD BLDG"
135052,Pima,N,,17S,8E,30,17S - 8E - 30,E2NE SWNE,120,"LEGISLATIVE, EXEC, JUD BLDG"
135053,Pima,N,,17S,8E,31,17S - 8E - 31,LOTS 3 4 E2SW SE,314.72,"LEGISLATIVE, EXEC, JUD BLDG"
135129,Pima,N,,19S,7E,26,19S - 7E - 26,LOTS 1 THRU 4 E2NE SESW N2SE SESE,406.35,MINERS HSPTL-DISABLED MINERS
135144,Pima,N,,14S,10E,34,14S - 10E - 34,LOTS 4 THRU 9 W2NW,355,MINERS HSPTL-DISABLED MINERS
135262,Pima,N,,18S,3W,16,18S - 3W - 16,ALL,640,PERM COMMON SCHOOLS
135267,Pima,N,,18S,2W,32,18S - 2W - 32,ALL,640,PERM COMMON SCHOOLS
135274,Pima,N,,11S,7E,32,11S - 7E - 32,ALL,640,PERM COMMON SCHOOLS
135285,Pima,N,,15S,9E,16,15S - 9E - 16,ALL,640,PERM COMMON SCHOOLS
135295,Pima,N,,20S,7E,32,20S - 7E - 32,LOT 1,36.1,PERM COMMON SCHOOLS
135332,Pima,N,,17S,8E,16,17S - 8E - 16,ALL,640,PERM COMMON SCHOOLS
135466,Pima,N,,14S,11E,16,14S - 11E - 16,ALL,640,PERM COMMON SCHOOLS
135514,Pima,N,,12S,6E,16,12S - 6E - 16,ALL,640,PERM COMMON SCHOOLS
135516,Pima,Y,"Silver Bell Mining, L.L.C.",12S,8E,16,12S - 8E - 16,ALL,640,PERM COMMON SCHOOLS
135529,Pima,N,,14S,10E,32,14S - 10E - 32,LOTS 1 THRU 8 N2S2 N2,723.97,PERM COMMON SCHOOLS
135530,Pima,N,,14S,9E,36,14S - 9E - 36,ALL,640,PERM COMMON SCHOOLS
135564,Pima,N,,14S,5W,2,14S - 5W - 2,LOTS 1 THRU 4 S2N2 S2,640.72,PERM COMMON SCHOOLS
135573,Pima,N,,18S,2W,2,18S - 2W - 2,L1 TO 4 S2N2 S2,641.24,PERM COMMON SCHOOLS
135574,Pima,N,,18S,3W,2,18S - 3W - 2,L2 3 4 S2N2 NWSW,319.73,PERM COMMON SCHOOLS
135576,Pima,N,,13S,5W,36,13S - 5W - 36,ALL,640,PERM COMMON SCHOOLS
135577,Pima,N,,18S,2W,16,18S - 2W - 16,ALL,640,PERM COMMON SCHOOLS
135580,Pima,N,,18S,2W,36,18S - 2W - 36,ALL,640,PERM COMMON SCHOOLS
135581,Pima,N,,19S,2W,2,19S - 2W - 2,ALL,640,PERM COMMON SCHOOLS
135594,Pima,N,,20S,7E,16,20S - 7E - 16,LOTS 1 THRU 5 NE SENW NESW NWSE E2SE,527.41,PERM COMMON SCHOOLS
