OBJECTID,county,lease_status,lessee,township,range,section,trs-copy,aliquot,acres,trust_name
135600,Pima,N,,22S,7E,2,22S - 7E - 2,ALL,640,PERM COMMON SCHOOLS
135630,Pima,N,,15S,9E,21,15S - 9E - 21,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
136190,Pima,N,,19S,7E,23,19S - 7E - 23,LOTS 1 THRU 3 SENE,144.27,PERM COMMON SCHOOLS (INDMTY SELEC)
136195,Pima,N,,19S,7E,34,19S - 7E - 34,LOTS 1 THRU 4 E2E2,315.67,PERM COMMON SCHOOLS (INDMTY SELEC)
136199,Pima,N,,21S,7E,20,21S - 7E - 20,LOTS 1 5 6 9 SWNE,183.44,PERM COMMON SCHOOLS (INDMTY SELEC)
136200,Pima,N,,21S,7E,29,21S - 7E - 29,LOTS 1 2,71.22,PERM COMMON SCHOOLS (INDMTY SELEC)
136201,Pima,N,,21S,7E,28,21S - 7E - 28,LOTS 1 THRU 3 7 8 N2NW NE SENW NESE,499.44,PERM COMMON SCHOOLS (INDMTY SELEC)
136305,Pima,N,,11S,6E,19,11S - 6E - 19,LOTS 1 THRU 4 E2W2 E2,625.48,PERM COMMON SCHOOLS (INDMTY SELEC)
136314,Pima,N,,11S,6E,30,11S - 6E - 30,LOTS 1 THRU 4 E2W2 E2,625.4,PERM COMMON SCHOOLS (INDMTY SELEC)
136324,Pima,N,,11S,6E,31,11S - 6E - 31,LOTS 1 THRU 4 E2W2 E2,625.2,PERM COMMON SCHOOLS (INDMTY SELEC)
136337,Pima,N,,11S,6E,18,11S - 6E - 18,LOTS 1 THRU 4,145.04,PERM COMMON SCHOOLS (INDMTY SELEC)
136387,Pima,N,,15S,9E,4,15S - 9E - 4,NE E2NW SWNW,280,PERM COMMON SCHOOLS (INDMTY SELEC)
136512,Pima,N,,21S,7E,5,21S - 7E - 5,LOT 7,11.35,PERM COMMON SCHOOLS (INDMTY SELEC)
136513,Pima,N,,21S,7E,8,21S - 7E - 8,LOTS 1 4 5 8,142.53,PERM COMMON SCHOOLS (INDMTY SELEC)
136555,Pima,N,,21S,7E,17,21S - 7E - 17,L1 4 5 8 W2NE,173.61,PERM COMMON SCHOOLS (INDMTY SELEC)
136558,Pima,N,,22S,7E,15,22S - 7E - 15,LOT 1 NWSW E2SW SE N2,632.64,PERM COMMON SCHOOLS (INDMTY SELEC)
136676,Pima,N,,21S,7E,5,21S - 7E - 5,LOT 1 SENE E2SE,155.52,"ST CHRTBL, PENAL & REFORM INST"
136708,Pima,N,,17S,8E,21,17S - 8E - 21,ALL,640,UNIVERSITY
136751,Pima,N,,17S,8E,30,17S - 8E - 30,NWNE,40,UNIVERSITY
136770,Pima,N,,21S,7E,4,21S - 7E - 4,LOTS 1 THRU 4 S2N2 S2,621.88,UNIVERSITY
136861,Pima,N,,21S,7E,27,21S - 7E - 27,W2 SE,480,COUNTY BOND
136949,Pima,N,,21S,7E,34,21S - 7E - 34,ALL,640,COUNTY BOND
136951,Pima,N,,21S,7E,35,21S - 7E - 35,E2 E2NW,400,COUNTY BOND
136952,Pima,N,,21S,7E,35,21S - 7E - 35,W2SW,80,COUNTY BOND
137028,Pima,N,,16S,9E,6,16S - 9E - 6,LOTS 1 THRU 18 S2NE,936.21,02-86-0044 FEDERAL PATENT
137029,Pima,N,,15S,9E,31,15S - 9E - 31,LOTS 1 THRU 12 NE E2NW N2SE,752.12,02-86-0044 FEDERAL PATENT
137035,Pima,N,,16S,9E,12,16S - 9E - 12,SWNW S2,640,02-86-0044 FEDERAL PATENT
137039,Pima,N,,15S,9E,28,15S - 9E - 28,ALL,640,02-86-0044 FEDERAL PATENT
137042,Pima,N,,15S,9E,29,15S - 9E - 29,ALL,640,02-86-0044 FEDERAL PATENT
137348,Pinal,N,,7S,4E,36,7S - 4E - 36,LOTS 12 13 23 24 LY SE OF 93-93998,165.15,PERM COMMON SCHOOLS
137457,Pinal,N,,8S,6E,32,8S - 6E - 32,ALL,640,PERM COMMON SCHOOLS
137526,Pinal,N,,8S,6E,16,8S - 6E - 16,ALL,640,PERM COMMON SCHOOLS
137555,Pinal,N,,8S,3E,16,8S - 3E - 16,ALL,640,PERM COMMON SCHOOLS
137556,Pinal,N,,8S,2E,32,8S - 2E - 32,ALL,640,PERM COMMON SCHOOLS
138224,Pinal,N,,8S,6E,4,8S - 6E - 4,LOTS 1 THRU 4 S2N2 SW,481.36,PERM COMMON SCHOOLS (INDMTY SELEC)
138329,Pinal,N,,10S,6E,18,10S - 6E - 18,LOTS 1 THRU 4 E2W2 E2,636.44,PERM COMMON SCHOOLS (INDMTY SELEC)
138353,Pinal,N,,10S,6E,19,10S - 6E - 19,LOTS 1 THRU 4 E2W2 E2,637.28,PERM COMMON SCHOOLS (INDMTY SELEC)
138761,Pinal,N,,8S,6E,20,8S - 6E - 20,ALL,640,SCHOOL OF MINES
138762,Pinal,N,,8S,6E,33,8S - 6E - 33,ALL,640,SCHOOL OF MINES
138764,Pinal,N,,8S,6E,31,8S - 6E - 31,E2SE,80,SCHOOL OF MINES
138766,Pinal,N,,8S,6E,31,8S - 6E - 31,LOTS 1 THRU 4 E2W2 W2SE NE,552.72,SCHOOL OF MINES
138767,Pinal,N,,8S,6E,21,8S - 6E - 21,W2,320,SCHOOL OF MINES
138768,Pinal,N,,8S,6E,30,8S - 6E - 30,LOTS 1 THRU 4 E2W2 E2,631.62,SCHOOL OF MINES
138769,Pinal,N,,8S,6E,28,8S - 6E - 28,ALL,640,SCHOOL OF MINES
138770,Pinal,N,,8S,6E,19,8S - 6E - 19,LOTS 1 THRU 4 E2W2 E2,630.16,SCHOOL OF MINES
138772,Pinal,N,,8S,6E,29,8S - 6E - 29,ALL,640,SCHOOL OF MINES
139944,Yavapai,N,,14N,2W,36,14N - 2W - 36,LOTS 4 5 E2 S2SW,430.97,PERM COMMON SCHOOLS
133155,Mohave,N,,18N,13W,16,18N - 13W - 16,ALL,640,PERM COMMON SCHOOLS
133712,Mohave,N,,18N,13W,10,18N - 13W - 10,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
140154,Yavapai,N,,14N,4E,2,14N - 4E - 2,LOTS 1 THRU 4 S2NE N3/4N2SWNW S2SWNWSWNW E3/4S2S2NESWNW E3/4SESWNW SENW E2SE,383.82,PERM COMMON SCHOOLS
133067,Mohave,N,,17N,21W,34,17N - 21W - 34,NE,160,HSPTL-DISABLED MNRS 2/20/1929
133361,Mohave,N,,17N,21W,16,17N - 21W - 16,E2,320,PERM COMMON SCHOOLS
133362,Mohave,N,,18N,21W,32,18N - 21W - 32,ALL,640,PERM COMMON SCHOOLS
134284,Mohave,N,,17N,21W,34,17N - 21W - 34,SE,160,COUNTY BOND
127900,Coconino,N,,30N,2W,32,30N - 2W - 32,ALL,640,PERM COMMON SCHOOLS
127902,Coconino,N,,30N,2W,16,30N - 2W - 16,ALL,640,PERM COMMON SCHOOLS
127928,Coconino,N,,31N,4W,2,31N - 4W - 2,L1 TO 4 S2N2 S2,640,PERM COMMON SCHOOLS
127932,Coconino,N,,32N,5W,16,32N - 5W - 16,ALL,640,PERM COMMON SCHOOLS
127958,Coconino,N,,30N,2W,33,30N - 2W - 33,W2NE SENE NW NESW E2SE,400,PERM COMMON SCHOOLS (INDMTY SELEC)
128379,Coconino,N,,30N,2W,29,30N - 2W - 29,NW W2SW,240,PERM COMMON SCHOOLS (INDMTY SELEC)
128380,Coconino,N,,30N,2W,29,30N - 2W - 29,S2SE,80,PERM COMMON SCHOOLS (INDMTY SELEC)
128724,Coconino,N,,30N,2W,17,30N - 2W - 17,SWSW,40,PERM COMMON SCHOOLS (INDMTY SELEC)
128743,Coconino,N,,30N,2W,20,30N - 2W - 20,E2NE,80,PERM COMMON SCHOOLS (INDMTY SELEC)
128863,Coconino,N,,30N,2W,21,30N - 2W - 21,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
128865,Coconino,N,,30N,2W,8,30N - 2W - 8,NWNW,40,PERM COMMON SCHOOLS (INDMTY SELEC)
128868,Coconino,N,,30N,2W,5,30N - 2W - 5,LOT 4 SWNW W2SW,158.46,PERM COMMON SCHOOLS (INDMTY SELEC)
128870,Coconino,N,,30N,2W,8,30N - 2W - 8,E2E2,160,PERM COMMON SCHOOLS (INDMTY SELEC)
128883,Coconino,N,,30N,2W,9,30N - 2W - 9,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
128885,Coconino,N,,30N,2W,20,30N - 2W - 20,W2NW SW,240,PERM COMMON SCHOOLS (INDMTY SELEC)
128887,Coconino,N,,30N,2W,28,30N - 2W - 28,N2 N2N2NESW SENENESW E2SENESW E2SESW SE,517.5,PERM COMMON SCHOOLS (INDMTY SELEC)
128891,Coconino,N,,30N,2W,17,30N - 2W - 17,SESE,40,PERM COMMON SCHOOLS (INDMTY SELEC)
128947,Coconino,N,,31N,3W,5,31N - 3W - 5,L1 TO 4 S2N2 S2,640,PERM COMMON SCHOOLS (INDMTY SELEC)
128948,Coconino,N,,31N,3W,6,31N - 3W - 6,L1 TO 7 S2NE SENW E2SW SE,627.68,PERM COMMON SCHOOLS (INDMTY SELEC)
122730,Apache,N,,15N,26E,36,15N - 26E - 36,ALL,640,PERM COMMON SCHOOLS
122733,Apache,N,,14N,26E,36,14N - 26E - 36,ALL,640,PERM COMMON SCHOOLS
123028,Apache,N,,17N,31E,10,17N - 31E - 10,LOTS 1 THRU 4,193.5,PERM COMMON SCHOOLS (INDMTY SELEC)
123138,Apache,N,,14N,26E,34,14N - 26E - 34,ALL,660.47,PERM COMMON SCHOOLS (INDMTY SELEC)
122632,Apache,N,,19N,25E,16,19N - 25E - 16,ALL,640,PERM COMMON SCHOOLS
122638,Apache,N,,19N,25E,2,19N - 25E - 2,L1 TO 4 S2N2 S2,643.26,PERM COMMON SCHOOLS
122640,Apache,N,,19N,29E,32,19N - 29E - 32,ALL,640,PERM COMMON SCHOOLS
122645,Apache,N,,21N,27E,32,21N - 27E - 32,ALL,640,PERM COMMON SCHOOLS
122646,Apache,N,,21N,29E,16,21N - 29E - 16,E2SESE JM#1,20,PERM COMMON SCHOOLS
122647,Apache,N,,21N,26E,32,21N - 26E - 32,ALL,640,PERM COMMON SCHOOLS
122648,Apache,N,,21N,29E,16,21N - 29E - 16,N2NENE CHETO 2 S2NENE CHETO 4 N2NWNE CHETO 1 S2NWNE CHETO 3 N2SWNE CHETO 5 S2SWNE CHETO 7 N2SENE CHETO 6 S2SENE CHETO 8 M&B IN N2N2SE CHETO 9,166.67,PERM COMMON SCHOOLS
122649,Apache,N,,21N,29E,16,21N - 29E - 16,NW W2NESW W2SW SESW M&B IN SE,373.33,PERM COMMON SCHOOLS
122650,Apache,N,,21N,29E,16,21N - 29E - 16,E2NESE JM#2,20,PERM COMMON SCHOOLS
122651,Apache,N,,21N,26E,36,21N - 26E - 36,ALL,640,PERM COMMON SCHOOLS
122652,Apache,N,,21N,29E,16,21N - 29E - 16,NENESW NWNWSE CHETO 10,20,PERM COMMON SCHOOLS
122653,Apache,N,,21N,28E,16,21N - 28E - 16,ALL,640,PERM COMMON SCHOOLS
122655,Apache,N,,20N,25E,32,20N - 25E - 32,ALL,640,PERM COMMON SCHOOLS
122656,Apache,N,,20N,25E,36,20N - 25E - 36,ALL,640,PERM COMMON SCHOOLS
122657,Apache,N,,20N,25E,2,20N - 25E - 2,LOTS 1 THRU 4 S2N2 S2,655.14,PERM COMMON SCHOOLS
122658,Apache,N,,18N,28E,2,18N - 28E - 2,S2SW SE,240,PERM COMMON SCHOOLS
122664,Apache,N,,18N,29E,36,18N - 29E - 36,ALL,640,PERM COMMON SCHOOLS
122665,Apache,N,,18N,29E,32,18N - 29E - 32,ALL,640,PERM COMMON SCHOOLS
122666,Apache,N,,18N,28E,36,18N - 28E - 36,ALL,640,PERM COMMON SCHOOLS
122667,Apache,N,,18N,29E,2,18N - 29E - 2,LOTS 1 THRU 4 S2N2 S2,642.32,PERM COMMON SCHOOLS
122668,Apache,N,,18N,31E,16,18N - 31E - 16,ALL,640,PERM COMMON SCHOOLS
122669,Apache,N,,18N,30E,36,18N - 30E - 36,ALL,640,PERM COMMON SCHOOLS
122670,Apache,N,,18N,30E,32,18N - 30E - 32,ALL,640,PERM COMMON SCHOOLS
122671,Apache,N,,18N,30E,2,18N - 30E - 2,LOTS 1 THRU 4 S2N2 S2,641.9,PERM COMMON SCHOOLS
122672,Apache,N,,18N,31E,32,18N - 31E - 32,ALL,640,PERM COMMON SCHOOLS
122673,Apache,N,,18N,30E,16,18N - 30E - 16,ALL,640,PERM COMMON SCHOOLS
122691,Apache,N,,17N,29E,2,17N - 29E - 2,LOTS 1 THRU 4 S2N2 S2,638.34,PERM COMMON SCHOOLS
122769,Apache,N,,21N,26E,2,21N - 26E - 2,LOTS 1 THRU 4 S2N2 S2,643.12,PERM COMMON SCHOOLS
122770,Apache,N,,21N,27E,2,21N - 27E - 2,LOTS 1 THRU 4 S2N2 S2,638.18,PERM COMMON SCHOOLS
122772,Apache,N,,20N,29E,16,20N - 29E - 16,ALL,640,PERM COMMON SCHOOLS
122773,Apache,N,,21N,29E,32,21N - 29E - 32,S2,320,PERM COMMON SCHOOLS
122774,Apache,N,,20N,26E,2,20N - 26E - 2,LOTS 1 THRU 4 S2N2 S2,655.04,PERM COMMON SCHOOLS
122775,Apache,N,,20N,29E,2,20N - 29E - 2,LOTS 1 THRU 4 S2N2 S2,661.44,PERM COMMON SCHOOLS
122776,Apache,N,,21N,29E,16,21N - 29E - 16,M&B IN SE JM#4,20,PERM COMMON SCHOOLS
122777,Apache,N,,21N,27E,16,21N - 27E - 16,ALL,640,PERM COMMON SCHOOLS
122778,Apache,N,,21N,26E,16,21N - 26E - 16,ALL,640,PERM COMMON SCHOOLS
122779,Apache,N,,21N,29E,16,21N - 29E - 16,M&B IN SE JM#3,20,PERM COMMON SCHOOLS
122781,Apache,N,,19N,30E,2,19N - 30E - 2,LOTS 1 THRU 4 S2N2 S2,640.06,PERM COMMON SCHOOLS
122783,Apache,N,,19N,29E,2,19N - 29E - 2,NWSW,40,PERM COMMON SCHOOLS
122784,Apache,N,,19N,30E,16,19N - 30E - 16,ALL,640,PERM COMMON SCHOOLS
122785,Apache,N,,19N,29E,16,19N - 29E - 16,ALL,640,PERM COMMON SCHOOLS
122786,Apache,N,,19N,30E,32,19N - 30E - 32,ALL,640,PERM COMMON SCHOOLS
122787,Apache,N,,19N,29E,36,19N - 29E - 36,ALL,640,PERM COMMON SCHOOLS
122788,Apache,N,,19N,28E,36,19N - 28E - 36,SESE,40,PERM COMMON SCHOOLS
122790,Apache,N,,18N,29E,16,18N - 29E - 16,ALL,640,PERM COMMON SCHOOLS
122792,Apache,N,,19N,30E,36,19N - 30E - 36,ALL,640,PERM COMMON SCHOOLS
122796,Apache,N,,17N,30E,2,17N - 30E - 2,LOTS 1 THRU 4 S2N2 S2,642.06,PERM COMMON SCHOOLS
122838,Apache,N,,18N,27E,32,18N - 27E - 32,ALL,640,PERM COMMON SCHOOLS
122982,Apache,Y,Potash Arizona Inc,18N,26E,24,18N - 26E - 24,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
122986,Apache,N,,20N,26E,18,20N - 26E - 18,LOTS 1 THRU 4 E2 E2W2,611.26,PERM COMMON SCHOOLS (INDMTY SELEC)
122989,Apache,N,,20N,26E,30,20N - 26E - 30,L1 TO 4 E2W2 E2,617.86,PERM COMMON SCHOOLS (INDMTY SELEC)
123031,Apache,N,,17N,31E,4,17N - 31E - 4,LOTS 1 THRU 4 S2N2 S2,637.52,PERM COMMON SCHOOLS (INDMTY SELEC)
123093,Apache,N,,20N,26E,24,20N - 26E - 24,W2SW SESW,120,PERM COMMON SCHOOLS (INDMTY SELEC)
123102,Apache,N,,19N,29E,22,19N - 29E - 22,SWNW,40,PERM COMMON SCHOOLS (INDMTY SELEC)
123103,Apache,N,,19N,26E,6,19N - 26E - 6,L1 TO 7 SENW E2SW S2NE SE,619.11,PERM COMMON SCHOOLS (INDMTY SELEC)
123106,Apache,N,,19N,25E,10,19N - 25E - 10,SW,160,PERM COMMON SCHOOLS (INDMTY SELEC)
123108,Apache,N,,18N,27E,24,18N - 27E - 24,N2N2 SENE E2SE,280,PERM COMMON SCHOOLS (INDMTY SELEC)
123109,Apache,N,,18N,27E,22,18N - 27E - 22,N2 N2S2 SESE,520,PERM COMMON SCHOOLS (INDMTY SELEC)
123110,Apache,N,,18N,27E,20,18N - 27E - 20,E2 E2W2,480,PERM COMMON SCHOOLS (INDMTY SELEC)
123122,Apache,N,,17N,31E,6,17N - 31E - 6,LOTS 1 THRU 7 S2NE SENW E2SW SE,639.06,PERM COMMON SCHOOLS (INDMTY SELEC)
123830,Apache,N,,21N,29E,4,21N - 29E - 4,L1,40.77,COUNTY BOND
123831,Apache,N,,19N,25E,10,19N - 25E - 10,N2 SE,480,COUNTY BOND
127487,Coconino,N,,20N,12.5E,2,20N - 12.5E - 2,L1 TO 4 S2N2 S2,710.84,PERM COMMON SCHOOLS
127763,Coconino,N,,19N,15E,16,19N - 15E - 16,ALL,640,PERM COMMON SCHOOLS
127765,Coconino,N,,19N,14E,2,19N - 14E - 2,LOTS 1 THRU 4 S2N2 S2 EX DOT 95-85966 IN LOT 4 NWNESWNW NENENWSWNW,635.71,PERM COMMON SCHOOLS
127783,Coconino,N,,27N,6E,16,27N - 6E - 16,ALL,640,PERM COMMON SCHOOLS
127795,Coconino,N,,26N,6E,2,26N - 6E - 2,ALL,640,PERM COMMON SCHOOLS
127805,Coconino,N,,26N,8E,16,26N - 8E - 16,ALL,640,PERM COMMON SCHOOLS
127815,Coconino,N,,26N,10E,16,26N - 10E - 16,LOT 1 SENE E2SE,152.73,PERM COMMON SCHOOLS
127817,Coconino,N,,20N,14E,2,20N - 14E - 2,L1 TO 4 S2N2 S2,624.64,PERM COMMON SCHOOLS
127831,Coconino,N,,23N,11E,32,23N - 11E - 32,LOTS 1 THRU 4 W2,441,PERM COMMON SCHOOLS
127841,Coconino,N,,22N,11E,32,22N - 11E - 32,L1 TO 4 W2,440.12,PERM COMMON SCHOOLS
127847,Coconino,N,,21N,11E,32,21N - 11E - 32,L1 TO 4 W2,439.72,PERM COMMON SCHOOLS
128472,Coconino,N,,20N,13E,12,20N - 13E - 12,L1 TO 7 SWNE S2NW W2SE SW,630.97,PERM COMMON SCHOOLS (INDMTY SELEC)
128473,Coconino,N,,20N,13E,8,20N - 13E - 8,LOTS 1 THRU 4 S2N2 S2,638.96,PERM COMMON SCHOOLS (INDMTY SELEC)
128476,Coconino,N,,20N,13E,10,20N - 13E - 10,LOTS 1 THRU 4 S2N2 S2,635.16,PERM COMMON SCHOOLS (INDMTY SELEC)
128503,Coconino,N,,27N,6E,28,27N - 6E - 28,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
128535,Coconino,N,,20N,15E,6,20N - 15E - 6,L1 TO 7 S2NE SENW E2SW SE,542.67,PERM COMMON SCHOOLS (INDMTY SELEC)
128539,Coconino,N,,20N,14E,4,20N - 14E - 4,LOTS 1 THRU 4 S2N2 S2,626.46,PERM COMMON SCHOOLS (INDMTY SELEC)
128542,Coconino,N,,20N,15E,4,20N - 15E - 4,L1 TO 4 S2N2 S2,628.7,PERM COMMON SCHOOLS (INDMTY SELEC)
128543,Coconino,N,,20N,14E,6,20N - 14E - 6,LOTS 1 THRU 7 S2NE SENW E2SW SE,610.44,PERM COMMON SCHOOLS (INDMTY SELEC)
128551,Coconino,N,,26N,7E,10,26N - 7E - 10,W2,320,PERM COMMON SCHOOLS (INDMTY SELEC)
128552,Coconino,N,,26N,8E,18,26N - 8E - 18,L1 TO 4 E2W2 E2,630,PERM COMMON SCHOOLS (INDMTY SELEC)
128553,Coconino,N,,26N,8E,4,26N - 8E - 4,L1 TO 4 S2N2 S2,641.36,PERM COMMON SCHOOLS (INDMTY SELEC)
128555,Coconino,N,,26N,7E,4,26N - 7E - 4,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
128562,Coconino,N,,26N,7E,6,26N - 7E - 6,LOTS 1 THRU 4 E2 E2W2,602.32,PERM COMMON SCHOOLS (INDMTY SELEC)
128563,Coconino,N,,26N,7E,14,26N - 7E - 14,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
128569,Coconino,N,,27N,9E,6,27N - 9E - 6,LOTS 3 THRU 11 SENW E2SW N2SE SESE,501.56,PERM COMMON SCHOOLS (INDMTY SELEC)
128570,Coconino,N,,27N,9E,2,27N - 9E - 2,L1 TO 4 S2N2 S2,638.16,PERM COMMON SCHOOLS (INDMTY SELEC)
128572,Coconino,N,,27N,10E,6,27N - 10E - 6,LOTS 1 THRU 4 S2N2 S2,641.2,PERM COMMON SCHOOLS (INDMTY SELEC)
128576,Coconino,N,,26N,9E,14,26N - 9E - 14,SW,160,PERM COMMON SCHOOLS (INDMTY SELEC)
128578,Coconino,N,,26N,9E,24,26N - 9E - 24,NW,160,PERM COMMON SCHOOLS (INDMTY SELEC)
128597,Coconino,N,,26N,9E,26,26N - 9E - 26,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
128685,Coconino,N,,22N,11E,8,22N - 11E - 8,L1 TO 4 W2,440.6,PERM COMMON SCHOOLS (INDMTY SELEC)
128689,Coconino,N,,22N,11E,20,22N - 11E - 20,L 1 TO 4 W2,440.28,PERM COMMON SCHOOLS (INDMTY SELEC)
128691,Coconino,N,,27N,8E,2,27N - 8E - 2,SE,160,PERM COMMON SCHOOLS (INDMTY SELEC)
128692,Coconino,N,,27N,8E,28,27N - 8E - 28,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
128697,Coconino,N,,21N,11E,20,21N - 11E - 20,L1 TO 4 W2,439.76,PERM COMMON SCHOOLS (INDMTY SELEC)
128698,Coconino,N,,21N,11E,8,21N - 11E - 8,L1 TO 4 W2,440,PERM COMMON SCHOOLS (INDMTY SELEC)
134363,Navajo,N,,20N,21E,2,20N - 21E - 2,L1-4 S2N2 S2,641.9,PERM COMMON SCHOOLS
134366,Navajo,N,,20N,22E,2,20N - 22E - 2,LOTS 1 2 S2NE S2,483.8,PERM COMMON SCHOOLS
134425,Navajo,N,,20N,19E,2,20N - 19E - 2,LOTS 1 THRU 4 S2N2 S2,641.26,PERM COMMON SCHOOLS
134426,Navajo,N,,20N,20E,2,20N - 20E - 2,LOTS 1 THRU 4 S2N2 S2,643.04,PERM COMMON SCHOOLS
134428,Navajo,N,,20N,16E,2,20N - 16E - 2,L1 TO 4 S2N2 S2,637.96,PERM COMMON SCHOOLS
134429,Navajo,N,,20N,17E,2,20N - 17E - 2,L1 TO 4 S2N2 S2,638.58,PERM COMMON SCHOOLS
134621,Navajo,N,,20N,15E,2,20N - 15E - 2,LOTS 1 THRU 4 S2N2 S2,632.88,PERM COMMON SCHOOLS
134629,Navajo,N,,20N,23E,4,20N - 23E - 4,LOTS 1 THRU 4 S2N2 S2,648.7,PERM COMMON SCHOOLS (INDMTY SELEC)
134638,Navajo,N,,20N,22E,4,20N - 22E - 4,L1 TO 4 S2N2 S2,645.12,PERM COMMON SCHOOLS (INDMTY SELEC)
134639,Navajo,N,,20N,21E,6,20N - 21E - 6,L1-7 SENW S2NE E2SW SE,673.81,PERM COMMON SCHOOLS (INDMTY SELEC)
134644,Navajo,N,,20N,21E,4,20N - 21E - 4,L1-4 S2N2 S2,642.86,PERM COMMON SCHOOLS (INDMTY SELEC)
134691,Navajo,N,,20N,23E,6,20N - 23E - 6,LOTS 1 THRU 7 S2NE SENW E2SW SE,623.28,PERM COMMON SCHOOLS (INDMTY SELEC)
134692,Navajo,N,,20N,22E,6,20N - 22E - 6,LOTS 1 THRU 7 S2NE SENW E2SW SE,664.47,PERM COMMON SCHOOLS (INDMTY SELEC)
134693,Navajo,N,,20N,18E,6,20N - 18E - 6,LOTS 1 THRU 7 S2NE SENW E2SW SE,664.19,PERM COMMON SCHOOLS (INDMTY SELEC)
134694,Navajo,N,,20N,17E,4,20N - 17E - 4,L1 TO 4 S2N2 S2,639.38,PERM COMMON SCHOOLS (INDMTY SELEC)
134695,Navajo,N,,20N,17E,6,20N - 17E - 6,LOTS 1 THRU 7 S2NE SENW E2SW SE,722.07,PERM COMMON SCHOOLS (INDMTY SELEC)