state,managing_agency,rights_type,state_enabling_act,OBJECTID,county,lease_status,lessee,township,range,section,trs-copy,aliquot,acres,trust_name
AZ,State Land Department,Subsurface,481 Stat. 557-579 (1910),122640,Apache,N,,19N,29E,32,19N - 29E - 32,ALL,640,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,482 Stat. 557-579 (1910),122645,Apache,N,,21N,27E,32,21N - 27E - 32,ALL,640,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,483 Stat. 557-579 (1910),122646,Apache,N,,21N,29E,16,21N - 29E - 16,E2SESE JM#1,20,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,484 Stat. 557-579 (1910),122647,Apache,N,,21N,26E,32,21N - 26E - 32,ALL,640,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,485 Stat. 557-579 (1910),122648,Apache,N,,21N,29E,16,21N - 29E - 16,N2NENE CHETO 2 S2NENE CHETO 4 N2NWNE CHETO 1 S2NWNE CHETO 3 N2SWNE CHETO 5 S2SWNE CHETO 7 N2SENE CHETO 6 S2SENE CHETO 8 M&B IN N2N2SE CHETO 9,166.67,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,486 Stat. 557-579 (1910),122649,Apache,N,,21N,29E,16,21N - 29E - 16,NW W2NESW W2SW SESW M&B IN SE,373.33,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,487 Stat. 557-579 (1910),122650,Apache,N,,21N,29E,16,21N - 29E - 16,E2NESE JM#2,20,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,488 Stat. 557-579 (1910),122651,Apache,N,,21N,26E,36,21N - 26E - 36,ALL,640,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,489 Stat. 557-579 (1910),122652,Apache,N,,21N,29E,16,21N - 29E - 16,NENESW NWNWSE CHETO 10,20,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,490 Stat. 557-579 (1910),122653,Apache,N,,21N,28E,16,21N - 28E - 16,ALL,640,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,491 Stat. 557-579 (1910),122655,Apache,N,,20N,25E,32,20N - 25E - 32,ALL,640,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,492 Stat. 557-579 (1910),122656,Apache,N,,20N,25E,36,20N - 25E - 36,ALL,640,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,493 Stat. 557-579 (1910),122657,Apache,N,,20N,25E,2,20N - 25E - 2,LOTS 1 THRU 4 S2N2 S2,655.14,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,494 Stat. 557-579 (1910),122658,Apache,N,,18N,28E,2,18N - 28E - 2,S2SW SE,240,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,495 Stat. 557-579 (1910),122664,Apache,N,,18N,29E,36,18N - 29E - 36,ALL,640,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,496 Stat. 557-579 (1910),122665,Apache,N,,18N,29E,32,18N - 29E - 32,ALL,640,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,497 Stat. 557-579 (1910),122666,Apache,N,,18N,28E,36,18N - 28E - 36,ALL,640,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,498 Stat. 557-579 (1910),122667,Apache,N,,18N,29E,2,18N - 29E - 2,LOTS 1 THRU 4 S2N2 S2,642.32,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,499 Stat. 557-579 (1910),122668,Apache,N,,18N,31E,16,18N - 31E - 16,ALL,640,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,500 Stat. 557-579 (1910),122669,Apache,N,,18N,30E,36,18N - 30E - 36,ALL,640,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,501 Stat. 557-579 (1910),122670,Apache,N,,18N,30E,32,18N - 30E - 32,ALL,640,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,502 Stat. 557-579 (1910),122671,Apache,N,,18N,30E,2,18N - 30E - 2,LOTS 1 THRU 4 S2N2 S2,641.9,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,503 Stat. 557-579 (1910),122672,Apache,N,,18N,31E,32,18N - 31E - 32,ALL,640,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,504 Stat. 557-579 (1910),122673,Apache,N,,18N,30E,16,18N - 30E - 16,ALL,640,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,505 Stat. 557-579 (1910),122691,Apache,N,,17N,29E,2,17N - 29E - 2,LOTS 1 THRU 4 S2N2 S2,638.34,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,506 Stat. 557-579 (1910),122769,Apache,N,,21N,26E,2,21N - 26E - 2,LOTS 1 THRU 4 S2N2 S2,643.12,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,507 Stat. 557-579 (1910),122770,Apache,N,,21N,27E,2,21N - 27E - 2,LOTS 1 THRU 4 S2N2 S2,638.18,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,508 Stat. 557-579 (1910),122772,Apache,N,,20N,29E,16,20N - 29E - 16,ALL,640,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,509 Stat. 557-579 (1910),122773,Apache,N,,21N,29E,32,21N - 29E - 32,S2,320,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,510 Stat. 557-579 (1910),122774,Apache,N,,20N,26E,2,20N - 26E - 2,LOTS 1 THRU 4 S2N2 S2,655.04,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,511 Stat. 557-579 (1910),122775,Apache,N,,20N,29E,2,20N - 29E - 2,LOTS 1 THRU 4 S2N2 S2,661.44,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,512 Stat. 557-579 (1910),122776,Apache,N,,21N,29E,16,21N - 29E - 16,M&B IN SE JM#4,20,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,513 Stat. 557-579 (1910),122777,Apache,N,,21N,27E,16,21N - 27E - 16,ALL,640,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,514 Stat. 557-579 (1910),122778,Apache,N,,21N,26E,16,21N - 26E - 16,ALL,640,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,515 Stat. 557-579 (1910),122779,Apache,N,,21N,29E,16,21N - 29E - 16,M&B IN SE JM#3,20,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,516 Stat. 557-579 (1910),122781,Apache,N,,19N,30E,2,19N - 30E - 2,LOTS 1 THRU 4 S2N2 S2,640.06,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,517 Stat. 557-579 (1910),122783,Apache,N,,19N,29E,2,19N - 29E - 2,NWSW,40,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,518 Stat. 557-579 (1910),122784,Apache,N,,19N,30E,16,19N - 30E - 16,ALL,640,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,519 Stat. 557-579 (1910),122785,Apache,N,,19N,29E,16,19N - 29E - 16,ALL,640,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,520 Stat. 557-579 (1910),122786,Apache,N,,19N,30E,32,19N - 30E - 32,ALL,640,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,521 Stat. 557-579 (1910),122787,Apache,N,,19N,29E,36,19N - 29E - 36,ALL,640,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,522 Stat. 557-579 (1910),122788,Apache,N,,19N,28E,36,19N - 28E - 36,SESE,40,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,523 Stat. 557-579 (1910),122790,Apache,N,,18N,29E,16,18N - 29E - 16,ALL,640,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,524 Stat. 557-579 (1910),122792,Apache,N,,19N,30E,36,19N - 30E - 36,ALL,640,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,525 Stat. 557-579 (1910),122796,Apache,N,,17N,30E,2,17N - 30E - 2,LOTS 1 THRU 4 S2N2 S2,642.06,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,526 Stat. 557-579 (1910),122838,Apache,N,,18N,27E,32,18N - 27E - 32,ALL,640,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,527 Stat. 557-579 (1910),122982,Apache,Y,Potash Arizona Inc,18N,26E,24,18N - 26E - 24,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,528 Stat. 557-579 (1910),122986,Apache,N,,20N,26E,18,20N - 26E - 18,LOTS 1 THRU 4 E2 E2W2,611.26,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,529 Stat. 557-579 (1910),122989,Apache,N,,20N,26E,30,20N - 26E - 30,L1 TO 4 E2W2 E2,617.86,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,530 Stat. 557-579 (1910),123031,Apache,N,,17N,31E,4,17N - 31E - 4,LOTS 1 THRU 4 S2N2 S2,637.52,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,531 Stat. 557-579 (1910),123093,Apache,N,,20N,26E,24,20N - 26E - 24,W2SW SESW,120,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,532 Stat. 557-579 (1910),123102,Apache,N,,19N,29E,22,19N - 29E - 22,SWNW,40,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,533 Stat. 557-579 (1910),123103,Apache,N,,19N,26E,6,19N - 26E - 6,L1 TO 7 SENW E2SW S2NE SE,619.11,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,534 Stat. 557-579 (1910),123106,Apache,N,,19N,25E,10,19N - 25E - 10,SW,160,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,535 Stat. 557-579 (1910),123108,Apache,N,,18N,27E,24,18N - 27E - 24,N2N2 SENE E2SE,280,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,536 Stat. 557-579 (1910),123109,Apache,N,,18N,27E,22,18N - 27E - 22,N2 N2S2 SESE,520,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,537 Stat. 557-579 (1910),123110,Apache,N,,18N,27E,20,18N - 27E - 20,E2 E2W2,480,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,538 Stat. 557-579 (1910),123122,Apache,N,,17N,31E,6,17N - 31E - 6,LOTS 1 THRU 7 S2NE SENW E2SW SE,639.06,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,539 Stat. 557-579 (1910),123830,Apache,N,,21N,29E,4,21N - 29E - 4,L1,40.77,COUNTY BOND
AZ,State Land Department,Subsurface,540 Stat. 557-579 (1910),123831,Apache,N,,19N,25E,10,19N - 25E - 10,N2 SE,480,COUNTY BOND
AZ,State Land Department,Subsurface,541 Stat. 557-579 (1910),127487,Coconino,N,,20N,12.5E,2,20N - 12.5E - 2,L1 TO 4 S2N2 S2,710.84,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,542 Stat. 557-579 (1910),127763,Coconino,N,,19N,15E,16,19N - 15E - 16,ALL,640,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,543 Stat. 557-579 (1910),127765,Coconino,N,,19N,14E,2,19N - 14E - 2,LOTS 1 THRU 4 S2N2 S2 EX DOT 95-85966 IN LOT 4 NWNESWNW NENENWSWNW,635.71,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,544 Stat. 557-579 (1910),127783,Coconino,N,,27N,6E,16,27N - 6E - 16,ALL,640,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,545 Stat. 557-579 (1910),127795,Coconino,N,,26N,6E,2,26N - 6E - 2,ALL,640,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,546 Stat. 557-579 (1910),127805,Coconino,N,,26N,8E,16,26N - 8E - 16,ALL,640,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,547 Stat. 557-579 (1910),127815,Coconino,N,,26N,10E,16,26N - 10E - 16,LOT 1 SENE E2SE,152.73,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,548 Stat. 557-579 (1910),127817,Coconino,N,,20N,14E,2,20N - 14E - 2,L1 TO 4 S2N2 S2,624.64,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,549 Stat. 557-579 (1910),127831,Coconino,N,,23N,11E,32,23N - 11E - 32,LOTS 1 THRU 4 W2,441,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,550 Stat. 557-579 (1910),127841,Coconino,N,,22N,11E,32,22N - 11E - 32,L1 TO 4 W2,440.12,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,551 Stat. 557-579 (1910),127847,Coconino,N,,21N,11E,32,21N - 11E - 32,L1 TO 4 W2,439.72,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,552 Stat. 557-579 (1910),128472,Coconino,N,,20N,13E,12,20N - 13E - 12,L1 TO 7 SWNE S2NW W2SE SW,630.97,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,553 Stat. 557-579 (1910),128473,Coconino,N,,20N,13E,8,20N - 13E - 8,LOTS 1 THRU 4 S2N2 S2,638.96,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,554 Stat. 557-579 (1910),128476,Coconino,N,,20N,13E,10,20N - 13E - 10,LOTS 1 THRU 4 S2N2 S2,635.16,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,555 Stat. 557-579 (1910),128503,Coconino,N,,27N,6E,28,27N - 6E - 28,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,556 Stat. 557-579 (1910),128535,Coconino,N,,20N,15E,6,20N - 15E - 6,L1 TO 7 S2NE SENW E2SW SE,542.67,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,557 Stat. 557-579 (1910),128539,Coconino,N,,20N,14E,4,20N - 14E - 4,LOTS 1 THRU 4 S2N2 S2,626.46,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,558 Stat. 557-579 (1910),128542,Coconino,N,,20N,15E,4,20N - 15E - 4,L1 TO 4 S2N2 S2,628.7,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,559 Stat. 557-579 (1910),128543,Coconino,N,,20N,14E,6,20N - 14E - 6,LOTS 1 THRU 7 S2NE SENW E2SW SE,610.44,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,560 Stat. 557-579 (1910),128551,Coconino,N,,26N,7E,10,26N - 7E - 10,W2,320,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,561 Stat. 557-579 (1910),128552,Coconino,N,,26N,8E,18,26N - 8E - 18,L1 TO 4 E2W2 E2,630,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,562 Stat. 557-579 (1910),128553,Coconino,N,,26N,8E,4,26N - 8E - 4,L1 TO 4 S2N2 S2,641.36,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,563 Stat. 557-579 (1910),128555,Coconino,N,,26N,7E,4,26N - 7E - 4,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,564 Stat. 557-579 (1910),128562,Coconino,N,,26N,7E,6,26N - 7E - 6,LOTS 1 THRU 4 E2 E2W2,602.32,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,565 Stat. 557-579 (1910),128563,Coconino,N,,26N,7E,14,26N - 7E - 14,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,566 Stat. 557-579 (1910),128569,Coconino,N,,27N,9E,6,27N - 9E - 6,LOTS 3 THRU 11 SENW E2SW N2SE SESE,501.56,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,567 Stat. 557-579 (1910),128570,Coconino,N,,27N,9E,2,27N - 9E - 2,L1 TO 4 S2N2 S2,638.16,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,568 Stat. 557-579 (1910),128572,Coconino,N,,27N,10E,6,27N - 10E - 6,LOTS 1 THRU 4 S2N2 S2,641.2,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,569 Stat. 557-579 (1910),128576,Coconino,N,,26N,9E,14,26N - 9E - 14,SW,160,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,570 Stat. 557-579 (1910),128578,Coconino,N,,26N,9E,24,26N - 9E - 24,NW,160,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,571 Stat. 557-579 (1910),128597,Coconino,N,,26N,9E,26,26N - 9E - 26,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,572 Stat. 557-579 (1910),128685,Coconino,N,,22N,11E,8,22N - 11E - 8,L1 TO 4 W2,440.6,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,573 Stat. 557-579 (1910),128689,Coconino,N,,22N,11E,20,22N - 11E - 20,L 1 TO 4 W2,440.28,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,574 Stat. 557-579 (1910),128691,Coconino,N,,27N,8E,2,27N - 8E - 2,SE,160,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,575 Stat. 557-579 (1910),128692,Coconino,N,,27N,8E,28,27N - 8E - 28,ALL,640,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,576 Stat. 557-579 (1910),128697,Coconino,N,,21N,11E,20,21N - 11E - 20,L1 TO 4 W2,439.76,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,577 Stat. 557-579 (1910),128698,Coconino,N,,21N,11E,8,21N - 11E - 8,L1 TO 4 W2,440,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,578 Stat. 557-579 (1910),134363,Navajo,N,,20N,21E,2,20N - 21E - 2,L1-4 S2N2 S2,641.9,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,579 Stat. 557-579 (1910),134366,Navajo,N,,20N,22E,2,20N - 22E - 2,LOTS 1 2 S2NE S2,483.8,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,580 Stat. 557-579 (1910),134425,Navajo,N,,20N,19E,2,20N - 19E - 2,LOTS 1 THRU 4 S2N2 S2,641.26,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,581 Stat. 557-579 (1910),134426,Navajo,N,,20N,20E,2,20N - 20E - 2,LOTS 1 THRU 4 S2N2 S2,643.04,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,582 Stat. 557-579 (1910),134428,Navajo,N,,20N,16E,2,20N - 16E - 2,L1 TO 4 S2N2 S2,637.96,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,583 Stat. 557-579 (1910),134429,Navajo,N,,20N,17E,2,20N - 17E - 2,L1 TO 4 S2N2 S2,638.58,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,584 Stat. 557-579 (1910),134621,Navajo,N,,20N,15E,2,20N - 15E - 2,LOTS 1 THRU 4 S2N2 S2,632.88,PERM COMMON SCHOOLS
AZ,State Land Department,Subsurface,585 Stat. 557-579 (1910),134629,Navajo,N,,20N,23E,4,20N - 23E - 4,LOTS 1 THRU 4 S2N2 S2,648.7,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,586 Stat. 557-579 (1910),134638,Navajo,N,,20N,22E,4,20N - 22E - 4,L1 TO 4 S2N2 S2,645.12,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,587 Stat. 557-579 (1910),134639,Navajo,N,,20N,21E,6,20N - 21E - 6,L1-7 SENW S2NE E2SW SE,673.81,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,588 Stat. 557-579 (1910),134644,Navajo,N,,20N,21E,4,20N - 21E - 4,L1-4 S2N2 S2,642.86,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,589 Stat. 557-579 (1910),134691,Navajo,N,,20N,23E,6,20N - 23E - 6,LOTS 1 THRU 7 S2NE SENW E2SW SE,623.28,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,590 Stat. 557-579 (1910),134692,Navajo,N,,20N,22E,6,20N - 22E - 6,LOTS 1 THRU 7 S2NE SENW E2SW SE,664.47,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,591 Stat. 557-579 (1910),134693,Navajo,N,,20N,18E,6,20N - 18E - 6,LOTS 1 THRU 7 S2NE SENW E2SW SE,664.19,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,592 Stat. 557-579 (1910),134694,Navajo,N,,20N,17E,4,20N - 17E - 4,L1 TO 4 S2N2 S2,639.38,PERM COMMON SCHOOLS (INDMTY SELEC)
AZ,State Land Department,Subsurface,593 Stat. 557-579 (1910),134695,Navajo,N,,20N,17E,6,20N - 17E - 6,LOTS 1 THRU 7 S2NE SENW E2SW SE,722.07,PERM COMMON SCHOOLS (INDMTY SELEC)