OBJECTID,PARCEL_SYS,PARCEL_TYP,PARCEL_LAB,PARCEL_NM,REVERSION_,OWN_RIGHT_,SURFACE_RI,MINERAL_RI,TIMBER_RIG,SURFACE_TR,MINERAL_TR,TIMBER_TRU,OWNER_AGEN,STEWARD_AG,MANAGER_AG,TIMBER_OWN,TIMBER_EXP,ORIGINAL_P,COUNTY_JUR,COUNTY_PAR,REGION_JUR,HCP_JURISD,HCP_DESG_C,HCP_DESG_D,HCP_WITHDR,PARCEL_DES,EDIT_DATE,EDIT_STATU,EDIT_WHO,EASEMENT_T,PARCEL_ACQ,PARCEL_DIS,SHAPE.AREA,SHAPE.LEN
9824,10581,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,39,,100,,"1",1997/01/30 03:00:00.000,,,2011/06/29 03:00:00.000,"1",jdug490,,,,34681687.826049998402596,23911.704043787703995
10008,3037,1,,,N,N,N,Y,N,"0","10","0",58706,63986,63986,,,,20,,100,,"2",,1997/01/30 03:00:00.000,,2011/06/29 03:00:00.000,"1",jdug490,,CLEAR LIST 5 SCIENTIFIC,,1717816.774544999934733,5243.328556706150266
10151,10548,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,39,,100,,"1",1997/01/30 03:00:00.000,,,2011/06/29 03:00:00.000,"1",jdug490,,,,14176100.155416000634432,15989.486023612498684
10342,10580,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,39,,100,,"1",1997/01/30 03:00:00.000,,,2011/06/29 03:00:00.000,"1",jdug490,,,,28295297.275331500917673,22795.331421184302599
10343,111355,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,39,,100,,"1",2005/05/04 03:00:00.000,,Oil & gas reserved,2014/03/25 12:26:14.000,"0",JDUG490,,86-074975,,12071919.144870499148965,16078.996440327598975
10405,3271,1,,,N,N,Y,Y,Y,"9","9","9",58706,63986,63986,,,,20,,100,,"2",,1997/01/30 03:00:00.000,,2016/11/16 20:28:46.000,"1",JDUG490,,,,3698669.695641000289470,12248.730318240999623
10411,113783,1,,,N,N,Y,Y,Y,"75","75","75",58706,63986,63986,,,,39,,100,,"1",2009/10/27 03:00:00.000,,,2011/06/29 03:00:00.000,"0",jdug490,,08-084332,,2097813.543283000122756,7224.898601709160175
10561,111357,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,39,,100,,"1",1997/01/30 03:00:00.000,,Oil & gas reserved,2014/03/25 12:26:14.000,"0",JDUG490,,86-074975,,35692746.285219997167587,23803.332931716100575
10562,111359,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,39,,100,,"1",1997/01/30 03:00:00.000,,Oil & gas reserved,2014/03/25 12:26:14.000,"0",JDUG490,,86-074975,,27798013.882054999470711,20952.639864894401398
10563,111361,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,39,,100,,"1",2005/05/04 03:00:00.000,,Oil & gas reserved,2014/03/25 12:26:14.000,"0",JDUG490,,86-074975,,14454435.720060000196099,15791.372318379602802
11094,2975,1,,,N,N,Y,Y,Y,"1","1","1",58706,63986,63986,,,,20,,100,,"1",1997/01/30 03:00:00.000,,,2011/06/29 03:00:00.000,"1",jdug490,,,,27908420.832463003695011,21145.986349548100407
11301,10523,1,,,N,N,Y,Y,Y,"5","5","5",58706,63986,63986,,,,39,,100,,"1",1997/01/30 03:00:00.000,,,2011/06/29 03:00:00.000,"1",jdug490,,CLEAR LIST 6 CEP&RI,,28240214.075235001742840,21228.058032848697621
11302,10526,1,,,N,N,Y,Y,Y,"5","5","5",58706,63986,63986,,,,39,,100,,"1",2005/09/24 03:00:00.000,,,2011/06/29 03:00:00.000,"1",jdug490,,CLEAR LIST 11 INDEMNITY,,14145065.443600000813603,18550.782782501693873
11304,3046,1,,,N,N,Y,Y,Y,"8","8","8",58706,63986,63986,,,,20,,100,,"1",1997/01/30 03:00:00.000,,,2011/06/29 03:00:00.000,"1",jdug490,,CLEAR LIST 4 NORMAL SCHOOL,,24468842.645121000707150,23811.520276952502172
11306,10495,1,,,N,N,Y,Y,Y,"6","6","6",58706,63986,63986,,,,39,,100,,"1",1997/01/30 03:00:00.000,,,2011/06/29 03:00:00.000,"1",jdug490,,CLEAR LIST 6 CEP&RI,,27626498.952849999070168,21027.293213812001341
11315,10501,1,,,N,N,Y,Y,Y,"6","6","6",58706,63986,63986,,,,39,,100,,"1",1997/01/30 03:00:00.000,,,2011/06/29 03:00:00.000,"1",jdug490,,CLEAR LIST 6 CEP&RI,,20765843.790963500738144,18407.288546992098418
11385,3139,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,20,,100,,"1",1997/01/30 03:00:00.000,,,2011/06/29 03:00:00.000,"1",jdug490,,,,26829841.364000003784895,29758.797425989105250
11386,3060,1,,,N,N,N,Y,N,"0","8","0",58706,63986,63986,,,,20,,100,,"2",,1997/01/30 03:00:00.000,,2011/06/29 03:00:00.000,"1",jdug490,,CLEAR LIST 4 NORMAL SCHOOL,,1800471.537299999967217,5368.848628224069216
11624,10551,1,,,N,N,Y,Y,Y,"75","3","75",58706,63986,63986,,,,39,,100,,"1",1997/01/30 03:00:00.000,,,2017/03/09 15:10:22.000,"1",JDUG490,,US PATENT NO 46-87-0005 02-090360,,19765025.911967501044273,18510.140129814299144
11697,116907,1,,,N,N,Y,Y,Y,"75","10","75",58706,63986,63986,,,,20,,100,,"1",1997/01/30 03:00:00.000,,,2017/03/09 15:10:22.000,"1",JDUG490,,CLEAR LIST 5 SCIENTIFIC SPLIT 3130 PER 86091402 02-090360,,1890504.357507500099018,5504.162907592869487
11808,3180,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,20,,100,,"1",1997/01/30 03:00:00.000,,,2011/06/29 03:00:00.000,"1",jdug490,,EPHRATA LOOKOUT,,5667232.814252500422299,10169.631704303601509
11904,10491,1,,,N,N,Y,Y,Y,"6","6","6",58706,63986,63986,,,,39,,100,,"1",2005/09/24 03:00:00.000,,,2012/06/22 20:30:58.000,"1",SDE,,CLEAR LIST 11 INDEMNITY,,8376435.046489999629557,15673.644064078400334
11907,10520,1,,,N,N,Y,Y,Y,"6","6","6",58706,63986,63986,,,,39,,100,,"1",1997/01/30 03:00:00.000,,,2012/06/22 20:30:58.000,"1",SDE,,CLEAR LIST 6 CEP&RI,,20890196.202964998781681,18467.658000232000632
11965,111345,1,,,N,N,Y,Y,Y,"1","1","1",58706,63986,63986,,,,20,,100,,"1",1997/01/30 03:00:00.000,,,2018/03/14 20:26:50.000,"0",TSTE490,,,,13453893.571660500019789,15748.858473954800502
11995,10545,1,,,N,N,Y,Y,Y,"6","6","6",58706,63986,63986,,,,39,,100,,"1",1997/01/30 03:00:00.000,,,2011/06/29 03:00:00.000,"1",jdug490,,CLEAR LIST 6 CEP&RI,,28043517.295630000531673,21187.845730787801585
12256,3134,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,20,,100,,"1",1997/01/30 03:00:00.000,,,2011/08/29 03:00:00.000,"1",jdug490,,,,16354184.392350999638438,23980.048608238699671
12258,3025,1,,,N,N,Y,Y,Y,"1","1","1",58706,63986,63986,,,,20,,100,,"1",1997/01/30 03:00:00.000,,,2011/08/29 03:00:00.000,"1",jdug490,,,,5356834.861236499622464,10766.183111027299674
12490,10499,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,39,,100,,"1",1997/01/30 03:00:00.000,,,2011/08/19 03:00:00.000,"1",jdug490,,,,27736869.173737999051809,21248.779542700998718
12497,10492,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,39,,100,,"1",2005/09/24 03:00:00.000,,,2011/08/19 03:00:00.000,"1",jdug490,,CLEAR LIST 11 INDEMNITY,,21692527.872503500431776,18657.239791449799668
12498,10500,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,39,,100,,"1",2005/09/24 03:00:00.000,,,2011/08/19 03:00:00.000,"1",jdug490,,CLEAR LIST 11 INDEMNITY,,6941038.743970500305295,13206.067592379498819
12572,3133,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,20,,100,,"1",1997/01/30 03:00:00.000,,,2011/08/29 03:00:00.000,"1",jdug490,,DIAMOND GAP LOOKOUT SITE,,14276636.630117999389768,15912.666514080699926
12575,2972,1,,,N,N,N,Y,N,"0","1","0",58706,63986,63986,,,,20,,100,,"2",,1997/01/30 03:00:00.000,,2011/08/29 03:00:00.000,"1",jdug490,,,,1703757.911499999696389,5224.032985806909892
12577,3020,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,20,,100,,"1",1997/01/30 03:00:00.000,,,2011/08/29 03:00:00.000,"0",jdug490,,US PATENT NO 46-70-0084,,14519937.938053000718355,16174.387510151200331
12773,10504,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,39,,100,,"1",1997/01/30 03:00:00.000,,,2012/03/01 03:00:00.000,"1",jdug490,,,,27983768.027585498988628,20996.252987959494931
12778,10505,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,39,,100,,"1",2005/09/24 03:00:00.000,,,2012/03/01 03:00:00.000,"1",jdug490,,CLEAR LIST 11 INDEMNITY,,29193650.587364498525858,21606.390867866401095
12877,10536,1,,,N,N,Y,Y,Y,"10","10","10",58706,63986,63986,,,,39,,100,,"1",1997/01/30 03:00:00.000,,,2012/02/28 03:00:00.000,"1",jdug490,,CLEAR LIST 3 SCIENTIFIC,,8576647.682274000719190,13070.075370663500507
12878,10513,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,39,,100,,"1",1997/01/30 03:00:00.000,,,2012/02/28 03:00:00.000,"1",jdug490,,,,3495949.415776000358164,7927.687323845391802
12879,10550,1,,,N,N,Y,Y,Y,"8","8","8",58706,63986,63986,,,,39,,100,,"1",1997/01/30 03:00:00.000,,,2012/02/28 03:00:00.000,"1",jdug490,,,,10481615.876902500167489,15948.146685489400625
12880,10530,1,,,N,N,Y,Y,Y,"10","10","10",58706,63986,63986,,,,39,,100,,"1",1997/01/30 03:00:00.000,,,2012/02/28 03:00:00.000,"1",jdug490,,CLEAR LIST 3 SCIENTIFIC,,1744710.916494000237435,5284.607241029199940
12881,10514,1,,,N,N,Y,Y,Y,"10","10","10",58706,63986,63986,,,,39,,100,,"1",1997/01/30 03:00:00.000,,,2012/02/28 03:00:00.000,"1",jdug490,,CLEAR LIST 3 SCIENTIFIC,,8727914.182634500786662,15849.838328611900579
12882,10535,1,,,N,N,Y,Y,Y,"8","8","8",58706,63986,63986,,,,39,,100,,"1",1997/01/30 03:00:00.000,,,2012/02/28 03:00:00.000,"1",jdug490,,86-000166,,1135496.777975500095636,4817.104275067250455
12883,10515,1,,,N,N,Y,Y,Y,"10","10","10",58706,63986,63986,,,,39,,100,,"1",1997/01/30 03:00:00.000,,,2012/02/28 03:00:00.000,"1",jdug490,,CLEAR LIST 3 SCIENTIFIC,,1793018.507472499972209,5356.372647793860779
13206,3136,1,,,N,N,N,Y,N,"0","1","0",58706,63986,63986,,,,20,,100,,"2",,1997/01/30 03:00:00.000,,2015/07/23 14:12:35.000,"1",JDUG490,,,,3795617.375509500037879,8189.133089755780929
14636,2927,1,,,N,N,Y,Y,Y,"1","1","1",58706,63986,63986,,,,20,,100,,"1",1997/01/30 03:00:00.000,,,2018/06/14 20:15:44.000,"1",TSTE490,,,,2613766.925338999833912,6570.755115818520608
14637,6462,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,20,,100,,"1",1997/01/30 03:00:00.000,,,2018/06/14 20:15:44.000,"1",TSTE490,,,,1775980.821832000045106,5332.652658535360388
14638,2976,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,20,,100,,"1",1997/01/30 03:00:00.000,,,2018/06/14 20:15:44.000,"1",TSTE490,,US PATENT NO 46-70-0085,,27966134.798833500593901,21166.886765165501856
14688,2926,1,,,N,N,Y,Y,Y,"1","1","1",58706,63986,63986,,,,20,,100,,"1",1997/01/30 03:00:00.000,,,2018/06/14 20:15:44.000,"1",TSTE490,,,,26397690.386532500386238,27668.304014162098611
15103,15580,1,,,N,N,Y,Y,Y,"9","9","9",58706,63986,63986,,,,39,,100,,"2",,1997/01/30 03:00:00.000,,2021/11/10 19:46:08.000,"1",TSTE490,,,,5539.969955999999911,321.598405471347007
15268,3272,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,20,,100,,"2",,1997/01/30 03:00:00.000,,2016/11/17 11:29:23.000,"1",JDUG490,,,,8901803.898514499887824,19435.484566631799680
15273,10814,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,39,,100,,"2",,1997/01/30 03:00:00.000,,2016/11/15 20:32:51.000,"1",JDUG490,,US PATENT NO 46-87-0005,,913804.911918999976479,4771.918146186299964
15761,10534,1,,,N,N,Y,Y,Y,"75","3","75",58706,63986,63986,,,,39,,100,,"1",1997/01/30 03:00:00.000,,,2017/03/09 18:26:14.000,"1",JDUG490,,02-051275 02-000002 CLEAR LIST NO 11 INDEMNITY,,1738259.954750000033528,5275.993052814730618
15763,10533,1,,,N,N,Y,Y,Y,"75","3","75",58706,63986,63986,,,,39,,100,,"1",2005/09/24 03:00:00.000,,,2017/03/09 18:26:14.000,"1",JDUG490,,02-051275 CLEAR LIST 11 INDEMNITY,,10423736.515472000464797,13198.474893374201201
15775,13660,1,,,N,N,Y,Y,Y,"75","3","75",58706,63986,63986,,,,39,,100,,"1",1997/01/30 03:00:00.000,,,2017/03/09 18:26:14.000,"1",JDUG490,,02-051275 US PATENT NO 46-87-0005,,8396345.605039000511169,21253.877304422599991
16569,3059,1,,,N,N,N,Y,N,"0","8","0",58706,63986,63986,,,,20,,100,,"2",,1997/01/30 03:00:00.000,,2022/05/11 19:39:36.000,"1",TSTE490,,CLEAR LIST 4 NORMAL SCHOOL,,3540886.084030499681830,7981.623291877769589
16570,3056,1,,,N,N,Y,Y,Y,"3","8","3",58706,63986,63986,,,,20,,100,,"1",1997/01/30 03:00:00.000,,,2022/05/11 19:39:36.000,"1",TSTE490,,CLEAR LIST 4 NORMAL SCHOOL,,1831921.102934000082314,5415.645267629190130
16575,3055,1,,,N,N,Y,Y,Y,"8","8","8",58706,63986,63986,,,,20,,100,,"1",1997/01/30 03:00:00.000,,,2022/05/11 19:39:36.000,"1",TSTE490,,CLEAR LIST 4 NORMAL SCHOOL,,24616850.613386001437902,21292.448050386799878
16577,3061,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,20,,100,,"1",1997/01/30 03:00:00.000,,,2022/05/11 19:39:36.000,"1",TSTE490,,US PATENT NO 46-70-0084,,28097878.724895000457764,21211.587504746603372
16578,3048,1,,,N,N,Y,Y,Y,"8","8","8",58706,63986,63986,,,,20,,100,,"1",1997/01/30 03:00:00.000,,,2022/05/11 19:39:36.000,"1",TSTE490,,CLEAR LIST 4 NORMAL SCHOOL,,24830664.485024999827147,23973.539195300298161
16787,10575,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,39,,100,,"1",1997/01/30 03:00:00.000,,,2022/05/25 19:43:01.000,"1",TSTE490,,,,20364529.348398499190807,20456.495661683802609
16840,10573,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,39,,100,,"1",1997/01/30 03:00:00.000,,,2022/05/25 19:43:01.000,"1",TSTE490,,,,27987222.096220500767231,21149.919532630501635
16879,10570,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,39,,100,,"1",1997/01/30 03:00:00.000,,,2022/05/25 19:43:01.000,"1",TSTE490,,,,6935322.145104999653995,10527.355630228999871
16880,10578,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,39,,100,,"1",1997/01/30 03:00:00.000,,,2022/05/25 19:43:01.000,"1",TSTE490,,US PATENT NO 46-87-0008,,25561595.491342499852180,20290.729976131802687
16882,10574,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,39,,100,,"1",1997/01/30 03:00:00.000,,,2022/05/25 19:43:01.000,"1",TSTE490,,,,27975002.039951499551535,21151.296123344400257
17309,3041,1,,,N,N,Y,Y,Y,"8","8","8",58706,63986,63986,,,,20,,100,,"1",1997/01/30 03:00:00.000,,,2023/02/02 17:07:52.000,"1",TSTE490,,CLEAR LIST 4 NORMAL SCHOOL,,21335225.205809999257326,24019.144459814298898
17627,3042,1,,,N,N,N,Y,N,"0","8","0",58706,63986,63986,,,,20,,100,,"2",,1997/01/30 03:00:00.000,,2023/02/02 17:07:52.000,"1",TSTE490,,CLEAR LIST 4 NORMAL SCHOOL,,3595423.021100000012666,8038.417739265069940
17995,2936,1,,,N,N,Y,Y,Y,"1","1","1",58706,63986,63986,,,,20,,100,,"1",1997/01/30 03:00:00.000,,,2023/12/20 19:38:24.000,"1",TSTE490,,,,5406197.299053500406444,10738.886352689800333
5143,7366,1,,,N,N,N,Y,N,"0","9","0",58706,63986,63986,,,,14,,200,,"2",,1997/01/30 03:00:00.000,,2011/06/29 03:00:00.000,"1",jdug490,,,,3503783.855401999317110,7881.025871507420561
1763,7338,1,,,N,N,N,Y,N,"0","3","0",58706,63986,63986,,,,14,,200,,"2",,1997/01/30 03:00:00.000,,2011/06/29 03:00:00.000,"1",jdug490,,,,519692.383863000024576,2904.884061633440069
8352,6774,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,16,,200,,"1",1997/01/30 03:00:00.000,,,2011/06/29 03:00:00.000,"1",jdug490,,US PATENT NO 46-71-0002,,25754509.450050000101328,20159.284609936497873
9786,6770,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,16,,200,,"1",1997/01/30 03:00:00.000,,,2011/06/29 03:00:00.000,"1",jdug490,,,,2971094.493174999952316,8673.932846375329973
5578,105,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,14,,400,,"1",1997/01/30 03:00:00.000,,,2015/06/24 21:04:38.000,"1",JDUG490,,,,878170.964311499963515,3989.849505380250321
18437,118305,1,,,N,N,N,Y,N,"0","3","0",58706,63986,63986,,,,14,,900,,"2",1997/01/30 03:00:00.000,2017/03/17 03:00:00.000,,2017/05/31 20:32:35.000,"0",JDUG490,,86-000393,,65912.630950499995379,2386.718653428740254
13927,13937,1,,,N,N,Y,Y,Y,"3","3","3",58706,63986,63986,,,,14,,400,,"1",1997/01/30 03:00:00.000,,,2018/03/14 20:26:50.000,"1",TSTE490,,86-000393,,1152699.890667499974370,5772.241663661679922
15338,7228,1,,,N,N,N,Y,N,"0","3","0",58706,63986,63986,,,,14,,400,,"2",,1997/01/30 03:00:00.000,,2018/03/14 20:26:50.000,"1",TSTE490,,US PATENT NO 46-70-0098,,5391976.511274999938905,10400.943132891101413
15799,13942,2,,,N,N,Y,Y,Y,"3","3","3",999999,999999,999999,,,,14,,400,,"1",1997/01/30 03:00:00.000,,,2018/03/14 20:26:50.000,"0",TSTE490,,86-000393,02-093017,113174.807146999999532,2042.345147925070023
16088,13943,2,,,N,N,Y,Y,Y,"3","0","3",999999,999999,999999,,,,14,,900,,"1",1997/01/30 03:00:00.000,,EDIT CORRECTION MERGE PCL 116673,2018/03/14 20:26:50.000,"0",TSTE490,,86-000393,02-093017,409465.666296500014141,3322.753945402780118
18017,118307,1,,,N,N,N,Y,N,"0","3","0",58706,63986,63986,,,,14,,400,,"2",1997/01/30 03:00:00.000,2017/03/17 03:00:00.000,,2017/05/31 20:32:35.000,"0",JDUG490,,86-000393,,1186406.132461499888450,4773.192062015101328
